"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity","movie","favTV1","favTV2","section"
"Female","Female",61,127,5.5,"Freshman",3,3.8,28,2,2,92,15,6,5,55,57,5,"hundreds",35,"La La Land","How I Met Your Mother","Abnormal Summit","Stat100_L1"
"Female","Female",62,150,6.5,"Sophomore",5,2.3,24,1,2,35,63,8,10,39,45,8,"few",100,"Mean Girls","Greys anatomy","Friends","Stat100_L1"
"Female","Female",66,152,9,"Sophomore",2,3.9,27,5,2,110,70,8,20,43,46,4,"hundreds",99,"Pearl Harbor","Modern Family","New Girl","Stat100_L1"
"Female","Female",71,148,9.5,"Freshman",5,4,32,4,1,80,20,7.5,25,54,53,4,"few",60,"The Blind Side","The Fosters","Greys Anatomy","Stat100_L1"
"Male","Male",71,148,11.5,"Sophomore",3,2.4,19,3,1,85,25,6.5,4,54,60,7,"thousands",100,"Pulp Fiction","Dexter","Family Guy","Stat100_L1"
"Male","Male",69,190,11,"Junior",3,2.3,30,1,2,80,80,6,10,58,56,9,"hundreds",50,"Mulan","Mad Men","House of Cards","Stat100_L1"
"Male","Male",66,136,8,"Junior",3,2.7,30,2,1,80,65,7,2,50,51,8,"one",20,"Interstellar","The Office","Malcolm in the Middle","Stat100_L1"
"Female","Female",65,130,8,"Sophomore",2,3.9,25,0,1,65,26,8.5,8,60,59,6,"millions",100,"Some Like It Hot","Game of Thrones","Rupaul's Drag Race","Stat100_L1"
"Female","Female",61,115,7,"Sophomore",2,3.1,27,1,2,75,0,8,12,59,60,9,"few",50,"Date Night","Criminal Minds","Futurama","Stat100_L1"
"Female","Female",63,110,6,"Freshman",2,4,29,3,2,90,15,8,30,50,47,9,"one",80,"School of Rock","The Office","That 70s Show","Stat100_L1"
"Female","Female",65,130,7,"Freshman",3,4,23,0,4,90,30,8.5,15,41,56,7,"few",65,"10 things I hate about you","family guy","Jane the virgin","Stat100_L1"
"Male","Male",70,150,10.5,"Freshman",3.5,3.9,21,0,1,110,16,6.5,11,46,47,7,"one",25,"Avatar","The Walking Dead","Arrow","Stat100_L1"
"Female","Female",69,133,8.5,"Sophomore",3.5,3.9,24,0,3,90,300,7.5,20,49,49,2,"one",10,"Sandlot 2","Friends","Pretty Little Liars","Stat100_L1"
"Male","Male",71,130,10.5,"Junior",5,3.3,26,1,1,125,80,7,4,55,60,6,"one",20,"Babadook","The Office","Breaking Bad","Stat100_L1"
"Male","Male",71,210,11,"Sophomore",2,2.9,28,3,3,80,130,8.5,4,41,41,5,"few",50,"Saving Private Ryan","Criminal Minds","Psych","Stat100_L1"
"Female","Female",66,245,10,"Freshman",1.5,3.4,24,3,2,105,41,7.5,6,43,46,8,"few",50,"Twilight","Felecity","Friends","Stat100_L1"
"Female","Female",60,145,6.5,"Freshman",1.5,3.7,24,4,5,95,0,7,12,52,52,5,"one",30,"Grease","Grey's Anamoty","Dexter","Stat100_L1"
"Female","Female",65,109,9,"Freshman",2,4,30,5,2,90,20,6.5,22,45,49,7,"few",3,"La La Land","How to Get Away With Murder","The Office","Stat100_L1"
"Male","Male",70,145,11.5,"Sophomore",2,4,28,5,2,100,0,7.5,12,48,51,6,"few",80,"Remember The Titans","The Blacklist","Dexter","Stat100_L1"
"Male","Male",67,180,10,"Junior",2,3.5,32,0,2,120,300,7.5,4,54,58,8,"few",100,"fight club","breaking bad","game of thrones","Stat100_L1"
"Female","Female",66,265,10,"Junior",3,2.9,24,9,3,100,5,7,10,47,50,3,"one",100,"She's the Man","Grey's Anatomy","CSI","Stat100_L1"
"Female","Female",63,125,9.5,"Freshman",1.5,4,28,6,2,115,0,8.5,20,49,55,9,"hundreds",90,"Gone Girl","Grey's Anatomy","Prison Break","Stat100_L1"
"Male","Male",73,225,13,"Sophomore",3,3.7,30,1,2,100,42,8,6,52,53,8,"one",25,"Saving Private Ryan","Bachelor in Paradise","Family Guy","Stat100_L1"
"Female","Female",64,135,7,"Freshman",1,3.5,24,3,1,80,10,7,20,46,47,2,"few",25,"none","gossip girl","friends","Stat100_L1"
"Male","Male",74,169,10.5,"Sophomore",3.5,2.6,23,0,4,60,1000,7,4,50,55,3,"hundreds",100,"Gridiron Gang","Criminal Minds","Game of Thrones","Stat100_L1"
"Female","Female",60,106,6.5,"Freshman",3,4,30,6,1,80,20,7,10,50,54,1,"dozens",100,"Wonder Woman","New Girl","Arrow","Stat100_L1"
"Female","Female",67,150,8.5,"Sophomore",5,3.3,24,1,2,105,400,8,10,50,50,7,"few",60,"Moana","Shameless","Grey's Anatomy","Stat100_L1"
"Female","Female",63,106,6.5,"Junior",5,3.8,24,0,0,140,10,8,16,48,48,5,"few",50,"Divergent","Friends","The Vampire Diaries","Stat100_L1"
"Female","Female",64,144,8,"Freshman",2.5,4,28,0,1,100,87,6.5,15,53,54,7,"few",100,"The Help","Parks and Recreation","Bates Motel","Stat100_L1"
"Female","Female",68,180,9.5,"Sophomore",0,3.9,32,4,4,70,23,7,15,58,59,7,"few",50,"Silver Linings Playbook","Breaking Bad","Bob's Burgers","Stat100_L1"
"Female","Female",61,102,6.5,"Freshman",2.5,4,25,1,1,80,10,6,24,51,53,7,"one",100,"bad moms","shameless","law and order svu","Stat100_L1"
"Female","Female",67,140,10.5,"Sophomore",4,3.4,27,1,3,60,3,8,13,49,55,6,"few",100,"The Lion King","Bob's Burgers","The Orginals","Stat100_L1"
"Male","Male",71,163,10,"Sophomore",10,2.7,26,5,1,121,22,6.5,11,54,54,2,"thousands",60,"Inception","Spongebob Squarepants","Dexter","Stat100_L1"
"Female","Female",65,155,8,"Sophomore",1.5,3.4,26,1,3,110,40,7.5,35,45,64,8,"few",40,"The Little Rascals","Grey's Anatomy","Criminal Minds","Stat100_L1"
"Male","Male",70,210,10.5,"Sophomore",2,1.9,24,3,4,105,12,7,18,43,46,7,"dozens",75,"Freedom Writers","The Defenders","Power","Stat100_L1"
"Female","Female",65,150,6.5,"Freshman",1,3.7,27,8,2,180,20,5.5,18,52,53,3,"few",40,"Pulp Fiction","Seinfeld","Rick and Morty","Stat100_L1"
"Male","Male",76,290,13,"Junior",2,3.1,29,3,2,110,3,7.5,8,47,48,7,"few",50,"none","Game of Thrones","The Office","Stat100_L1"
"Female","Female",64,115,7.5,"Freshman",4,3.5,31,0,2,100,3,6.5,6,48,52,5,"few",50,"Baby Driver","Arrested Development","New Girl","Stat100_L1"
"Female","Female",62,125,6,"Sophomore",0.5,4,26,2,4,85,30,6.5,20,52,53,7,"few",25,"none","none","none","Stat100_L1"
"Male","Male",71,140,10.5,"Freshman",2,4,26,8,5,110,0,5.5,3,42,45,7,"millions",100,"Trainspotting","Evangelion","Arrested Development","Stat100_L1"
"Female","Female",71,172,10,"Freshman",2,3.9,19,3,1,105,0,7.5,20,57,61,1,"few",50,"none","The Walking Dead","The Big Bang Theory","Stat100_L1"
"Female","Female",64,114,6,"Sophomore",3,3.8,27,0,2,75,30,6.5,12,51,53,7,"few",75,"Now You See me","How I Met Your Mother","Greys Anatomy","Stat100_L1"
"Male","Male",69,135,9.5,"Sophomore",1,3.4,32,1,2,110,45,7,4,49,50,7,"hundreds",0,"Saving Private Ryan","Entourage","Family Guy","Stat100_L1"
"Female","Female",66,108,8,"Freshman",3,3.7,30,1,1,85,130,7,16,54,59,8,"few",50,"The Grand Budepest Hotel","It's Always Sunny in Philidelphia","How I Met your Mother","Stat100_L1"
"Female","Female",65,165,10,"Junior",2,3.2,23,5,0,85,100,7,30,51,51,7,"thousands",50,"Captain America","Rick and Morty","Spongebob Squarepants","Stat100_L1"
"Female","Female",69,163,9.5,"Freshman",3.5,4,28,7,3,177,120,8.5,30,44,44,7,"dozens",30,"Hacksaw Ridge","The Amazing Race","The Walking Dead","Stat100_L1"
"Female","Female",66,160,8,"Junior",0,2.6,18,4,2,90,700,7,14,41,43,7,"few",0,"Batman: The Dark Knight Rises","Insecure","Game Of Thrones","Stat100_L1"
"Male","Male",72,230,11,"Freshman",2,4,27,1,1,75,60,4,4,51,52,3,"dozens",20,"How to break up with your cat","Breaking Bad","That 70's show","Stat100_L1"
"Female","Female",63,118,7.5,"Sophomore",3,3.3,27,4,3,120,0,8.5,20,52,49,2,"few",100,"The Host","Pretty Little Liars","The Fosters","Stat100_L1"
"Female","Female",69,150,11,"Sophomore",4,3,29,2,3,112,75,9,20,48,48,8,"few",60,"adventureland","bates motel","riverdale","Stat100_L1"
"Female","Female",60,98,5.5,"Junior",3,3.2,23,6,1,100,0,7.5,10,56,56,2,"few",80,"50 first dates","stranger things","90210","Stat100_L1"
"Male","Male",69,185,11,"Sophomore",6,2.9,23,5,1,103,17,6,10,49,49,4,"one",50,"Shawshank redemption","The Office","Rick and Morty","Stat100_L1"
"Male","Male",71,150,12,"Freshman",4,3,23,8,3,175,68,8.5,6,39,43,1,"one",100,"Saving Private Ryan","Rick and Morty","The Office","Stat100_L1"
"Female","Female",65,130,8.5,"Freshman",3,4,27,1,2,100,100,6,20,49,55,10,"dozens",40,"She's the Man","Desperate Housewives","The Office","Stat100_L1"
"Female","Female",67,126,7,"Sophomore",2.5,3.5,28,2,1,120,16,8,12,59,62,6,"few",50,"Freedom Writers","American Horror Story","Law and Order: SVU","Stat100_L1"
"Female","Female",64,140,7.5,"Sophomore",2,3.7,27,2,2,101,35,6,20,54,48,3,"none",75,"Good Will Hunting","Game of Thrones","Fixer Upper","Stat100_L1"
"Male","Male",71,138,10.5,"Freshman",3,4,29,2,2,72,500,7,3,50,50,6,"few",5,"dead poet society","Running Man","House hunters","Stat100_L1"
"Female","Female",59,117,4.5,"Sophomore",3,3.1,23,10,3,0,20,7.5,25,48,55,7,"one",50,"Good Will Hunting","The Office","Game of Thrones","Stat100_L1"
"Female","Female",60,125,7,"Sophomore",5.5,3.2,21,2,4,50,200,5.5,10,35,40,7,"few",75,"Hacksaw Ridge","Rick and Morty","That 70's show","Stat100_L1"
"Female","Female",61,104,6.5,"Freshman",2.5,3,21,7,9,90,200,8.5,6,56,65,4,"few",25,"The Lion King","One Tree Hill","The L Word","Stat100_L1"
"Female","Female",62,118,7,"Sophomore",4,2.9,34,1,3,110,3,6,13,49,50,6,"few",35,"Spirited Away","Psych","The Office","Stat100_L1"
"Male","Male",68,155,8,"Sophomore",1,2.9,19,3,2,80,1000,8.5,9,44,46,8,"few",1,"None","Narcos","None","Stat100_L1"
"Male","Male",64,155,9,"Sophomore",4,3,26,0,1,75,10,7.5,6,50,53,7,"hundreds",50,"Interstellar","Blindspot","Sword Art Online","Stat100_L1"
"Female","Female",62,160,8,"Freshman",1,4,23,1,1,40,13,7,11,60,62,5,"few",50,"The Zookeeper's Wife","Riverdale","Modern Family","Stat100_L1"
"Female","Female",66,147,10,"Sophomore",4,2.5,30,2,0,95,3,8,10,38,44,9,"hundreds",10,"The Imaginarium of Doctor Parnassus","It's Always Sunny in Philedalphia","Shameless","Stat100_L1"
"Female","Female",69,142,8.5,"Sophomore",3.5,3.7,29,2,2,110,10,14,14,52,51,5,"thousands",75,"Grand Budapest Hotel","The Bachelorette","Shameless","Stat100_L1"
"Male","Male",71,140,9.5,"Senior",3.5,3.8,33,0,4,79,85,4,27,46,50,5,"hundreds",0,"none","none","none","Stat100_L1"
"Female","Female",68,148,8,"Sophomore",2.5,3.5,25,3,3,88,30,7,20,51,53,8,"dozens",40,"none","grays anatomy","gossip gril","Stat100_L1"
"Male","Male",67,170,9.5,"Sophomore",3,2.2,21,0,1,120,0,7,9,39,42,3,"one",20,"Avatar","Narcos","Degrassi","Stat100_L1"
"Male","Male",71,130,10,"Freshman",2.5,4,20,3,0,80,600,6,14,46,47,10,"one",20,"21 Jump Street","Friends","Power","Stat100_L1"
"Female","Female",61,95,6,"Freshman",3,3,30,0,1,95,20,6.5,12,51,53,5,"one",50,"Avengers","Friends","Flash","Stat100_L1"
"Male","Male",71,153,10.5,"Freshman",2,3.7,27,4,3,110,0,9,9,50,53,10,"thousands",100,"Smokey and the Bandit","It's Always Sunny in Philadelphia","Breaking Bad","Stat100_L1"
"Female","Female",65,118,8,"Freshman",2.5,4,30,2,1,90,25,8,20,52,52,7,"one",15,"The Way Way Back","Bachelor/Bachelorette/Bachelor in Paradise","Cubs Games","Stat100_L1"
"Male","Male",73,190,12.5,"Sophomore",2.5,3.3,29,2,2,101,1,7,5,49,52,2,"thousands",50,"Interstellar","It's always sunny in Philadelphia","Breaking Bad","Stat100_L1"
"Male","Male",67,142,11,"Freshman",2,3.7,27,1,2,100,60,7.5,6,58,62,10,"thousands",25,"Shawshank Redemption","Breaking Bad","Rick and Morty","Stat100_L1"
"Female","Female",66,140,8,"Junior",4,3.7,29,0,1,85,40,8.5,9,53,58,7,"one",55,"Remember the Titans","Friends","none","Stat100_L1"
"Female","Female",62,120,7.5,"Sophomore",3.5,3.7,29,2,2,95,9,7,20,50,55,3,"one",90,"Marley and Me","Law & Order: SVU","Modern Family","Stat100_L1"
"Female","Female",62,97,6,"Freshman",4,1,21,0,1,90,150,8,15,50,47,8,"one",25,"Safe Haven","Shameless","Grey's Anatomy","Stat100_L1"
"Male","Male",69,165,10.5,"Freshman",2,4,31,2,0,85,100,7,43,60,59,5,"few",20,"We Are The Millers","Ballers","Silicon Valley","Stat100_L1"
"Female","Female",63,100,7,"Freshman",2,3.7,29,0,1,85,30,7,15,48,49,7,"one",55,"Room","The Office","Keeping up with the Kardashians","Stat100_L1"
"Male","Male",64,120,8.5,"Sophomore",1.5,3.7,19,0,2,70,30,8,5,42,42,6,"dozens",50,"Get Out","Power","Everbody Hates Chris","Stat100_L1"
"Male","Male",69,175,11,"Junior",1.5,3.7,23,0,3,120,120,8.5,7,50,57,4,"few",50,"Interstellar","The Office","Game of Thrones","Stat100_L1"
"Female","Female",65,130,8,"Freshman",1,4,28,5,1,90,70,8.5,10,46,46,7,"few",75,"Ferris Bueller's Day Off","Arrested Development","The Office","Stat100_L1"
"Male","Male",72,147,10.5,"Freshman",1.5,4,31,1,5,110,11,8.5,6,53,53,7,"thousands",0,"The Social Network","Game of Thrones","Rick and Morty","Stat100_L1"
"Female","Female",67,160,9.5,"Sophomore",5,3.7,28,0,0,100,20,7,10,47,50,2,"few",51,"The War Horse","Grey's Anatomy","Bones","Stat100_L1"
"Male","Male",73,170,12,"Junior",2,2.8,23,1,0,120,40,6.5,12,49,50,6,"millions",90,"Interstellar","House of Cards","Parks and Recreation","Stat100_L1"
"Female","Female",63,111,7,"Junior",3,3.3,22,3,6,55,2,8,12,57,58,5,"millions",30,"Girls Trip","The office","Riverdale","Stat100_L1"
"Male","Male",71,174,12,"Sophomore",3,3.9,27,0,1,155,300,7.5,8,40,55,9,"thousands",4,"Warrior","Spartacus","Attack on Titan","Stat100_L1"
"Female","Female",67,128,7,"Freshman",3,3.7,33,0,1,95,120,7,12,48,49,9,"few",100,"the hot chick","Bachelor in paradise","keeping up with the Kardashians","Stat100_L1"
"Female","Female",62,123,5.5,"Sophomore",1.5,3.5,23,1,2,80,50,7,30,43,48,3,"thousands",50,"freedom writers","Greys Anatomy","One Tree Hill","Stat100_L1"
"Female","Female",68,138,7.5,"Sophomore",0.5,3.3,30,5,3,110,120,7.5,15,46,47,7,"few",20,"Goodfellas","Smallville","Game of Thrones","Stat100_L1"
"Male","Male",69,200,10,"Junior",2,2.6,28,3,6,109,40,7,10,55,65,9,"thousands",25,"Pulp Fiction","Rick and Morty","Narcos","Stat100_L1"
"Female","Female",63,125,8.5,"Sophomore",2,3.9,30,4,1,85,30,8.5,20,49,48,4,"few",50,"Aquamarine","How I Met Your Mother","Grey's Anatomy","Stat100_L1"
"Female","Female",67,136,7.5,"Freshman",2.5,4,32,0,0,60,0,7.5,5,48,53,7,"dozens",99,"up","riverdale","the office","Stat100_L1"
"Female","Female",70,150,9,"Freshman",3,1,20,30,12,50,3,7,4,45,46,6,"dozens",100,"Me Before You","Prison Break","Pretty Little Liars","Stat100_L1"
"Female","Female",61,100,8.5,"Freshman",2,4,21,30,4,120,25,5,25,56,50,7,"dozens",10,"Spirit: Stallion of the Cimarron","Teen Titans (the original)","Fairytale","Stat100_L1"
"Female","Female",75,180,12,"Freshman",2,3.8,21,3,2,99,2,7,10,50,56,4,"one",50,"none","shameless","the office","Stat100_L1"
"Female","Female",65,125,7,"Senior",5,3.5,19,0,1,80,15,6,20,42,47,6,"few",90,"The Theory of Everything","Game of Thrones","House of Cards","Stat100_L1"
"Female","Female",62,128,6,"Freshman",4,4,28,11,1,90,100,7.5,25,51,58,9,"dozens",80,"Harry Potter","The Walking Dead","The 100","Stat100_L1"
"Female","Female",64,110,7,"Freshman",4,3,26,1,2,65,45,8,12,48,49,7,"one",75,"Divergent","The office","Friends","Stat100_L1"
"Female","Female",67,100,7,"Sophomore",3.5,3.3,26,0,1,0,0,8,10,48,47,9,"one",10,"none","none","none","Stat100_L1"
"Female","Female",64,102,7,"Freshman",2.5,1,21,0,4,0,15,6.5,10,54,59,7,"hundreds",62,"Parent trap","Grey's Anatomy","The flash","Stat100_L1"
"Male","Male",65,146,7.5,"Freshman",3,4,21,0,0,70,140,7,11,46,56,6,"one",20,"Django","Meat Eater","Bones","Stat100_L1"
"Female","Female",69,180,10,"Sophomore",3,3.1,27,3,1,100,1000,6,20,51,59,3,"hundreds",20,"The fault in our stars","Rick and Morty","Bones","Stat100_L1"
"Female","Female",66,135,8.5,"Freshman",3.5,4,28,2,1,100,1,8,25,45,46,5,"few",50,"The Help","The Office","Parks and Recreation","Stat100_L1"
"Male","Male",70,192,10,"Junior",7,3.3,30,4,1,110,23,6,10,49,50,8,"one",80,"Avatar","Shameless","Game of Thrones","Stat100_L1"
"Female","Female",64,150,9.5,"Junior",4.5,3.8,23,5,6,0,30,7,10,45,49,5,"few",100,"Queen of Katwe","Being Mary Jane","Chewing Gum","Stat100_L1"
"Male","Male",71,165,11,"Junior",2.5,3,30,0,1,134,20,9,8,50,54,10,"few",50,"Titanic","Friends","Breaking Bad","Stat100_L1"
"Female","Female",62,101,5.5,"Freshman",2,3.5,27,1,2,110,150,6,35,47,50,2,"one",70,"Saw Series","Riverdale","Scream Queens","Stat100_L1"
"Male","Male",70,136,10,"Junior",3,2.5,31,0,0,101,100,6.5,7,50,53,7,"none",60,"none","none","none","Stat100_L1"
"Male","Male",73,175,12,"Sophomore",2.5,3,30,3,2,103,35,7.5,7,48,53,8,"few",40,"The Longest Yard","Entourage","Family Guy","Stat100_L1"
"Female","Female",67,107,7,"Freshman",1,3.7,31,1,1,96,500,7,6,46,47,4,"few",15,"Creed","iZombie","Riverdale","Stat100_L1"
"Male","Male",67,130,8,"Sophomore",1,3.6,31,1,1,40,60,7,10,51,52,7,"dozens",100,"Forrest Gump","Game of Thrones","Rick and Morty","Stat100_L1"
"Female","Female",67,130,7,"Freshman",8,4,31,0,2,0,30,8,6,42,47,2,"one",80,"leon","community","none","Stat100_L1"
"Female","Female",64,190,9,"Sophomore",3,2.7,27,0,3,110,200,7,13,53,58,1,"dozens",20,"Interstellar","Game of Thrones","Walking Dead","Stat100_L1"
"Male","Male",70,155,12.5,"Sophomore",2.5,3.6,26,0,2,110,22,7.5,8,51,52,2,"few",85,"Remember the Titans","The Office","Game of Thrones","Stat100_L1"
"Male","Male",70,165,9.5,"Freshman",4,3.8,35,1,0,0,10,7,3,49,49,7,"few",50,"The Godfather","Game of Thrones","Suits","Stat100_L1"
"Male","Male",73,160,10.5,"Sophomore",1,2.9,27,1,1,110,0,7,5,58,64,1,"few",0,"Pulp Fiction","Rick and Morty","South Park","Stat100_L1"
"Male","Male",75,176,11.5,"Freshman",3,4,33,0,1,0,4,7,5,48,52,7,"few",12,"none","House of Cards","Sherlock","Stat100_L1"
"Female","Female",60,115,7.5,"Sophomore",4,2.9,22,0,2,0,15,6,8,40,40,4,"one",0,"LOL","Greys anatomy","Fosters","Stat100_L1"
"Female","Female",66,97,5.5,"Freshman",4,3.8,32,0,0,0,1000,6.5,5,45,46,6,"few",30,"Wolf Warriors 2","none","none","Stat100_L2"
"Male","Male",70,165,11,"Freshman",3,3.8,25,4,0,90,50,8,5,47,50,3,"one",70,"Valerian and the city of a thousand planets","2 Broke Girls","Big Bang Theory","Stat100_L2"
"Female","Female",61,155,9,"Freshman",5,4,31,30,1,100,45,6.5,30,59,60,8,"one",80,"The Game Plan","House","Gray's Anatomy","Stat100_L2"
"Female","Female",69,192,11.5,"Freshman",2.5,4,23,2,2,70,200,7,15,55,57,7,"dozens",25,"13th Documentary","The Flash","How to Get Away with Murder","Stat100_L2"
"Female","Female",66,130,8,"Freshman",5,4,26,0,3,75,10,6,10,50,58,7,"few",100,"Singing In The Rain","Friends","How I Met Your Mother","Stat100_L2"
"Female","Female",63,103,5.5,"Freshman",2,3.6,25,0,2,75,5,6.5,10,49,49,2,"few",75,"V for Vendetta","The Office","The Bachelor","Stat100_L2"
"Male","Male",72,165,13.5,"Sophomore",2.5,2.1,21,0,1,90,10,6,5,44,40,5,"few",95,"Avatar","Game of Thrones","Family Guy","Stat100_L2"
"Male","Male",68,216,11,"Sophomore",2,2,20,0,3,140,1000,7.5,15,57,57,7,"few",5,"Fast and Furious","None","None","Stat100_L2"
"Female","Female",66,144,8,"Freshman",6,3.8,34,0,2,0,100,7,10,57,58,9,"few",80,"Lion King","Black Code","Glee","Stat100_L2"
"Female","Female",67,110,7.5,"Freshman",5,3.9,30,1,0,0,200,8,7,44,48,7,"few",40,"whipslash","south park","The Simpsons","Stat100_L2"
"Female","Female",64,130,7,"Freshman",4,4,26,0,0,70,200,7,45,51,61,9,"few",65,"Breakfast Club","Gossip Girl","Reply 1988","Stat100_L2"
"Female","Female",64,117,8.5,"Sophomore",2,1.9,22,4,5,95,25,9,10,45,50,3,"hundreds",50,"Rocky Horror Picture Show","The Office","Orange is the New Black","Stat100_L2"
"Female","Female",65,130,8,"Sophomore",1,2.8,22,1,5,100,30,8,13,43,50,7,"one",30,"Girls Trip","Shameless","Being Mary Jane","Stat100_L2"
"Male","Male",71,161,12,"Sophomore",1,3.4,23,3,4,108,23,8,2,40,42,7,"few",60,"The Dark Knight","How I met Your Mother","The Office","Stat100_L2"
"Female","Female",70,128,8.5,"Sophomore",5,3.9,31,0,1,0,120,8,10,47,48,2,"one",40,"The Wasted Times","none","none","Stat100_L2"
"Male","Male",70,235,9.5,"Senior",2,2.8,29,2,2,110,15,8,6,51,52,6,"few",100,"The Notebook","Diesel Brothers","Street Outlaws","Stat100_L2"
"Female","Female",62,110,7.5,"Sophomore",3,3.4,25,1,1,70,22,7,11,60,65,8,"few",50,"The Sixth Sense","Friends","Greys Anatomy","Stat100_L2"
"Female","Female",68,135,8.5,"Freshman",3,3.6,28,3,2,95,20,8.5,6,51,49,9,"hundreds",50,"the great Gatsby","greys anatomy","forensic files","Stat100_L2"
"Female","Female",66,115,8,"Freshman",5,4,23,10,1,95,30,7.5,13,48,61,10,"few",85,"""""The Guardian""""","""""New Girl""""","""""Greys Anatomy""""","Stat100_L2"
"Female","Female",69,180,10,"Junior",2,3.8,29,1,5,100,15,8,5,55,65,8,"few",95,"The Lion King","Friday Night Lights","Game of Thrones","Stat100_L2"
"Female","Female",61,130,7.5,"Sophomore",0.5,3.8,28,11,2,110,0,7.5,6,51,50,2,"few",75,"Bridesmaids","Shameless","Big Brother","Stat100_L2"
"Female","Female",66,115,7.5,"Freshman",2.5,3,31,0,2,85,120,5,5,54,53,7,"few",90,"Now You See Me","House","White Collar","Stat100_L2"
"Female","Female",62,120,7.5,"Sophomore",5,3.4,28,0,1,60,20,6,15,49,50,8,"few",95,"Intersellar","Friends","One Tree Hill","Stat100_L2"
"Male","Male",69,180,13,"Freshman",2,3,29,3,0,95,20,8,6,50,55,9,"one",90,"The Dark Knight","Game of Thrones","Breaking Bad","Stat100_L2"
"Female","Female",67,120,9,"Freshman",4,3.5,25,1,1,50,60,8,6,43,43,6,"few",40,"pan's labyrinth","twilight zone","Star Trek","Stat100_L2"
"Male","Male",69,170,9.5,"Freshman",5,3.4,31,0,1,0,400,6,5,39,47,10,"few",49,"The Shawshank Redemption","Game of Thrones","Billions","Stat100_L2"
"Male","Male",73,170,12,"Freshman",2,4,29,3,2,90,40,7.5,3,50,50,7,"few",50,"Interstellar","Lie to Me","The Office","Stat100_L2"
"Female","Female",61,113,6,"Freshman",3,3.6,28,2,2,80,3,7,9,39,40,3,"one",90,"How to Lose a Guy in 10 Days","New Girl","Shameless","Stat100_L2"
"Female","Female",64,134,7.5,"Sophomore",3,2.7,27,3,3,100,54,7,15,43,54,8,"one",70,"The Boy in the Striped Pajamas","Catfish: the TV Show","Pitbulls & Parolees","Stat100_L2"
"Male","Male",74,235,13,"Junior",3.5,3.5,26,1,2,0,400,8,3,46,46,7,"few",50,"Lone Survivor","Two and a Half Men (Before Ashton Kutcher)","Top Gear (BBC Version)","Stat100_L2"
"Male","Male",68,140,9,"Sophomore",3,3.8,30,2,2,100,1000,8,5,58,59,10,"thousands",75,"Forrest Gump","It's Always Sunny","Breaking Bad","Stat100_L2"
"Male","Male",68,132,8.5,"Freshman",2,3.6,29,0,0,0,200,6,5,40,45,7,"hundreds",20,"The Perks of Being a Wallflower","How I Met Your Mother","Modern Family","Stat100_L2"
"Male","Male",68,196,10.5,"Senior",5,3.4,27,1,0,110,40,9,3,58,65,7,"few",25,"Batman Begins","CSI","X Files","Stat100_L2"
"Male","Male",85,186,11,"Freshman",1,3.7,30,0,0,0,55,8.5,7,45,46,5,"few",16,"beautiful heart","allen","none","Stat100_L2"
"Male","Male",69,155,10.5,"Sophomore",3.5,3.8,26,5,2,98,40,9.5,6,50,50,3,"one",100,"Jurassic Park","The West Wing","The Office","Stat100_L2"
"Male","Male",68,150,9,"Freshman",6,4,32,0,1,0,140,7,13,46,50,10,"few",5,"Forrest Gump","none","none","Stat100_L2"
"Male","Male",70,155,10.5,"Freshman",3,3.8,27,3,1,105,0,7,7,53,56,7,"few",40,"Hannah Montana movie","Game of Thrones","The Office","Stat100_L2"
"Female","Female",68,160,9,"Senior",2,3.2,25,3,2,100,10,7,20,50,50,3,"hundreds",75,"Freedom Writers","One Tree Hill","Criminal Minds","Stat100_L2"
"Male","Male",72,160,9.5,"Junior",2,3.8,30,1,2,175,80,6,9,43,50,7,"dozens",100,"Wolf On Wall Street","The Walking Dead","Narcos","Stat100_L2"
"Female","Female",66,120,7.5,"Freshman",1.5,4,28,1,1,100,20,7,9,54,57,2,"few",75,"none","the office","Friends","Stat100_L2"
"Female","Female",64,118,7,"Sophomore",2,3.2,27,2,1,90,150,7,9,50,54,2,"one",50,"The Truman Show","Big Brother","One Tree Hill","Stat100_L2"
"Male","Male",69,153,11.5,"Freshman",3,4,28,1,2,134,40,7,3,50,56,4,"millions",60,"GET OUT! SO GOOD YO","None","None","Stat100_L2"
"Male","Male",72,195,10.5,"Freshman",1.5,3.8,27,5,1,80,61,7,5,43,45,7,"one",15,"American Sniper","The walking Dead","Big Brother","Stat100_L2"
"Male","Male",76,215,12.5,"Freshman",3,4,29,1,2,85,100,8.5,8,54,54,4,"one",100,"""""none""""","""""none""""","""""none""""","Stat100_L2"
"Male","Male",72,185,11.5,"Freshman",0.5,4,31,1,3,115,65,4.5,3,56,56,9,"few",44,"none","none","none","Stat100_L2"
"Female","Female",66,120,9,"Sophomore",4,2.5,22,1,3,45,26,7.5,13,48,44,3,"one",50,"Malcolm X","the proud family","Law and Order: Special Victims Unit","Stat100_L2"
"Female","Female",62,127,6,"Freshman",2,4,26,0,2,90,0,6,35,53,55,7,"one",100,"endless love","revenge","dance moms","Stat100_L2"
"Male","Male",72,145,11,"Freshman",1.5,3.7,31,2,0,70,105,7.5,5,47,46,5,"few",50,"The Shawshank Redemption","The Voice","NBA matches","Stat100_L2"
