"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity","movie","favTV1","favTV2","section"
"Female","Female",64,113,8,"Freshman",3,4,28,0,1,100,50,8,25,48,49,4,"few",100,"Gifted","MTV The Challenge","Chopped","Stat100_L2"
"Female","Female",60,115,7,"Freshman",2,3.6,24,2,1,81,100,8,17,35,37,7,"few",10,"remember the titans","greys anatomy","this is us","Stat100_L2"
"Male","Male",74,175,13,"Freshman",2,2.2,25,2,1,103,10,8,9,53,59,3,"few",10,"Forrest Gump","South Park","Family Guy","Stat100_L2"
"Female","Female",63,164,8,"Freshman",2,4,24,1,5,80,40,7,11,55,60,5,"few",30,"What happened to monday","Nikita","Riverdale","Stat100_L2"
"Female","Female",63,137,9,"Sophomore",3,3.3,20,0,2,80,23,7.5,12,52,52,7,"one",15,"higher learning","power","the chi","Stat100_L2"
"Male","Male",68,126,9,"Sophomore",2,2.9,28,0,0,90,20,7,4,55,54,7,"few",30,"none","game of thrones","shameless","Stat100_L2"
"Female","Female",61,124,7.5,"Junior",4,3.5,19,4,2,100,24,6.5,33,43,44,6,"few",65,"Perks of Being a Wallflower","Greys Anatomy","The Flash","Stat100_L2"
"Female","Female",63,150,8,"Freshman",10,3.9,30,2,2,90,20,6,20,46,46,6,"one",50,"none","the office","portlandia","Stat100_L2"
"Female","Female",64,145,7.5,"Junior",2.5,3.5,27,4,2,91,130,8,25,49,55,8,"few",50,"Bridesmaids","The Office","Friends","Stat100_L2"
"Female","Female",64,105,6,"Freshman",2.5,4,29,0,1,0,100,7,20,57,57,6,"few",60,"LadyBird","Stranger Things","Riverdale","Stat100_L2"
"Male","Male",75,155,12,"Freshman",3,3.7,27,0,2,110,30,7,6,55,53,6,"few",20,"Lord of the Rings","Band of Brothers","Rick and Morty","Stat100_L2"
"Female","Female",63,119,7,"Freshman",3,3,24,8,2,110,3,7.5,14,37,37,10,"few",3,"The grinch","Gilmore girls","friends","Stat100_L2"
"Female","Female",68,145,11,"Sophomore",0.5,3.8,35,4,1,90,60,10,10,55,56,8,"millions",60,"The 5th Element","Hunter x Hunter","Ghost Adventures","Stat100_L2"
"Male","Male",71,135,11,"Freshman",1,2.4,31,2,2,80,15,7,5,47,47,7,"few",70,"Grown Ups","Narcos","An Idiot Abroad","Stat100_L2"
"Male","Male",74,215,12,"Freshman",1.5,3,27,0,1,90,12,8,12,52,53,5,"hundreds",50,"Goodfellas","It_s Always Sunny in Philadelphia","Peaky Blinders","Stat100_L2"
"Female","Female",66,150,7.5,"Sophomore",3,3.3,29,4,0,93,200,7,12,50,56,7,"dozens",99,"Star Wars","Game of Thrones","Parks and Recreation","Stat100_L2"
"Male","Male",71,190,12,"Freshman",0.5,2.8,27,0,3,110,0,6.5,8,51,53,5,"few",50,"Interstellar","South Park","The Office","Stat100_L2"
"Female","Female",63,129,8.5,"Sophomore",4.5,2.4,20,0,2,0,22,8.5,3,42,50,7,"few",55,"none","Reign","Stranger Things","Stat100_L2"
"Female","Female",64,140,7.5,"Sophomore",3,3.1,26,4,1,95,0,8,10,54,49,3,"few",75,"none","the office","weeds","Stat100_L2"
"Female","Female",63,118,6.5,"Freshman",2,3.5,28,0,0,80,45,8,20,54,54,3,"few",50,"The Patriot","Blue Bloods","Sons of Anarchy","Stat100_L2"
"Female","Female",66,140,8.5,"Freshman",2.5,3.9,27,0,3,90,60,7.5,12,52,49,2,"few",97,"none","shameless","black mirror","Stat100_L2"
"Male","Male",71,150,11,"Freshman",3,4,23,0,3,110,0,7,6,48,50,7,"thousands",100,"Shawshank Redemption","Game of Thrones","The Office","Stat100_L2"
"Female","Female",66,125,8,"Senior",3,3.6,30,1,2,83,100,7,10,52,56,2,"one",98,"baby boss","the office","stranger things","Stat100_L2"
"Female","Female",66,118,9,"Freshman",3.5,3.6,29,3,1,70,27,7,14,54,53,6,"few",100,"Django Unchained","The Office","The End of the F*cking World","Stat100_L2"
"Female","Female",69,188,8,"Freshman",4,3.8,25,6,2,90,0,8.5,100,47,50,7,"hundreds",50,"13 going on 30","new girl","gossip girl","Stat100_L2"
"Female","Female",64,119,6.5,"Freshman",6,3.8,31,0,0,49,100,7,6,49,50,6,"few",6,"Coco","The Big Bang Theory","Sherlock Holme","Stat100_L2"
"Female","Female",65,150,8,"Sophomore",2,2.7,29,0,0,90,2,9,10,55,46,10,"few",50,"The Sound of Music","Miss Fishers Murder Mysteries","Once Upon a Time","Stat100_L2"
"Female","Female",67,115,7.5,"Freshman",0.5,1.3,27,17,7,95,20,10,18,52,65,7,"one",5,"It's A Wonderful Life","Breaking Bad","Grey's Anamony","Stat100_L2"
"Male","Male",67,135,9.5,"Freshman",5,3.2,21,1,4,70,20,6,25,50,47,2,"one",80,"Training Day","Power","Shameless","Stat100_L2"
"Female","Female",65,120,9,"Senior",3.5,3.2,29,0,2,105,10,7,13,54,55,3,"one",50,"Christmas Vacation","The Office","Friends","Stat100_L2"
"Female","Female",61,125,8.5,"Freshman",0.5,3.5,30,0,3,95,27,8,3,52,52,5,"millions",10,"now you see me","big bang theory","house","Stat100_L2"
"Male","Male",69,135,10.5,"Freshman",3,3.8,25,0,1,70,120,8,9,51,52,10,"few",30,"Iron Man","How I met Your Mother","The Big Bang Theory","Stat100_L2"
"Male","Male",68,175,9.5,"Junior",9,3,27,3,3,105,40,8,4,45,45,8,"hundreds",10,"Ratatouille","How I Met Your Mother","Parks and Recreation","Stat100_L2"
"Female","Female",63,130,9.5,"Sophomore",0.5,3.4,23,7,9,120,1,7,20,43,45,7,"thousands",40,"Spirited Away","Black Mirror","Ugly Americans","Stat100_L2"
"Male","Male",70,167,10.5,"Junior",8,3.7,30,4,2,100,400,9,3,55,63,3,"dozens",60,"Harry potter","none","none","Stat100_L2"
"Female","Female",61,95,5.5,"Freshman",3.5,4,29,3,2,0,95,4.5,8,44,48,4,"one",99,"Girls Trip","Grey's Anatomy","Friends","Stat100_L2"
"Female","Female",61,96,4.5,"Freshman",1,3.9,23,9,2,50,30,8,3,46,56,7,"one",90,"Boss Baby","Rick and Morty","The Office","Stat100_L2"
"Female","Female",65,180,9,"Junior",4,3.6,30,2,0,95,0,7,10,56,54,4,"few",50,"Harry Potter","Grey's Anatomy","This is us","Stat100_L2"
"Female","Female",66,130,8.5,"Freshman",5,3.9,25,2,3,80,25,6,30,49,54,7,"one",75,"Silver Linings Playbook","Friends","Shameless","Stat100_L2"
"Female","Female",66,179,9,"Sophomore",1,3.7,27,3,2,73,9,7.5,17,54,50,9,"few",50,"The Phantom of the Opera","Criminal Minds","Law and Order: SVU","Stat100_L2"
"Female","Female",63,105,6,"Graduate",6,3.6,30,0,0,120,2,7,25,49,48,3,"few",50,"Guardians of Galaxy","modern family","drop dead diva","Stat100_L2"
"Female","Female",65,110,5.5,"Freshman",1.5,4,23,6,3,110,2,7,5,41,43,7,"one",25,"The Notebook","Baby Daddy","Riverdale","Stat100_L2"
"Female","Female",64,130,8,"Freshman",2,3.5,29,1,3,80,200,8.5,25,52,54,2,"one",40,"The Best of Me","Pretty Little Liars","Gossip Girl","Stat100_L2"
"Male","Male",71,148,9.5,"Freshman",2,3.1,28,2,3,90,28,7,7,49,51,1,"thousands",100,"Interstellar","It's Always Sunny in Philadelphia","None","Stat100_L2"
"Male","Male",70,185,9.5,"Freshman",2.5,3.3,22,3,1,20,37,6.5,5,53,51,7,"one",100,"Motorcycle Diaries","The Office","Rick and Morty","Stat100_L2"
"Female","Female",62,121,7,"Freshman",1.5,3.5,23,15,2,99,76,7.5,30,50,55,8,"few",50,"She's the Man","Chicago PD","The Match Game","Stat100_L2"
"Male","Male",73,190,12,"Freshman",1.5,2.8,21,3,1,100,27,7,4,46,51,2,"one",50,"Good Will Hunting","Shameless","It's Always Sunny in Philadelphia","Stat100_L2"
"Male","Male",63,120,10,"Freshman",3,4,29,0,1,75,105,8.5,3,50,40,2,"few",75,"La La Land","One Tree Hill","Stranger Things","Stat100_L2"
"Female","Female",65,128,7.5,"Freshman",4,3.7,24,3,1,85,400,8,10,50,51,3,"one",100,"The Intern","How I met your mother","Psych","Stat100_L2"
"Female","Female",64,140,8.5,"Freshman",3,3.2,28,0,1,75,0,4.5,10,53,51,7,"millions",70,"Harry Potter and the Deathly Hallows part","Skam","Gilmore Girls","Stat100_L2"
"Male","Male",68,220,10.5,"Senior",7,3,22,0,1,90,20,7,6,44,56,7,"millions",20,"toy store","How I met you mother","big bang theory","Stat100_L2"
"Male","Male",76,192,12,"Freshman",2.5,3.8,25,5,2,115,200,5.5,5,52,53,7,"one",75,"13 Hours: The Secret Soldiers of Benghazi","none","none","Stat100_L2"
"Female","Female",65,280,9,"Sophomore",1,3.2,25,0,3,105,0,5,14,39,46,7,"few",75,"Brown Sugar","Friends","How I Met Your Mother","Stat100_L2"
"Male","Male",66,125,8.5,"Freshman",1,3.8,25,7,2,121,400,7.5,7,45,45,8,"few",25,"Star Wars","How I met your mother","Dexter","Stat100_L2"
"Female","Female",64,130,8,"Freshman",3,3.7,28,4,2,60,0,8,10,57,60,3,"few",100,"Perks of Being A Wallflowers","End of the f***ing world","How I Met Your Mother","Stat100_L2"
"Male","Male",73,215,11,"Sophomore",1,3.2,34,2,1,90,20,8,3,44,44,6,"hundreds",90,"Lord of the Rings","Psych","Archer","Stat100_L2"
"Female","Female",67,100,8.5,"Sophomore",0.5,3.7,23,2,3,100,200,6.5,8,45,47,9,"few",30,"Footloose","Prison Break","Orange is the New Black","Stat100_L2"
"Female","Female",66,145,7.5,"Freshman",3,3.4,29,0,2,85,0,7,10,53,49,3,"few",40,"none","The Bachelor","Gossip Girl","Stat100_L2"
"Male","Male",68,140,9,"Freshman",2,4,27,4,2,90,105,7.5,10,48,48,8,"dozens",20,"Up","The Office","The Sopranos","Stat100_L2"
"Female","Female",64,125,7,"Freshman",3,3.9,24,3,2,90,200,7.5,20,45,47,10,"dozens",80,"The Breakfast Club","The Office","Stranger Things","Stat100_L2"
"Female","Female",62,121,8,"Freshman",1.5,3.6,29,0,1,100,5,8,7,50,55,7,"few",100,"good will hunting","Friends","Game of thrones","Stat100_L2"
"Female","Female",68,140,9.5,"Freshman",4.5,4,25,2,1,70,12,7,15,50,52,7,"one",100,"The Imitation Game","Modern Family","The Big Bang Theory","Stat100_L2"
"Female","Female",68,140,8,"Freshman",2,3.6,29,0,2,100,5,8,30,52,58,5,"one",100,"Hoosiers","SNL","Impractical Jokers","Stat100_L2"
"Female","Female",62,150,8.5,"Senior",2,2.8,25,0,0,0,30,7.5,3,58,61,9,"few",45,"Kubo and the Two Strings","Sherlock","The Good Doctor","Stat100_L2"
"Female","Female",63,115,7.5,"Junior",4,3.3,26,3,3,40,200,7.5,18,52,54,2,"dozens",100,"It","Shameless","Orange is the new black","Stat100_L2"
"Male","Male",70,145,9.5,"Sophomore",3,3.2,33,0,2,101,40,8,12,42,42,4,"one",60,"None","Parks & Recreation","Black Mirror","Stat100_L2"
"Female","Female",65,127,8,"Sophomore",5,3.6,26,8,2,80,90,7,13,52,53,7,"few",9,"Stephen King_s IT","The Office","How to Get Away With Murder","Stat100_L2"
"Female","Female",68,136,8.5,"Sophomore",3.5,3.2,28,5,2,95,15,8,15,51,50,7,"hundreds",40,"The Silence of The Lambs","South Park","Spongebob","Stat100_L2"
"Male","Male",71,300,14,"Senior",10,2.4,26,8,12,100,20,6.5,14,65,65,5,"one",100,"sharknado","Vikings","The Librarians","Stat100_L2"
"Male","Male",75,170,11.5,"Freshman",2,3.5,33,4,1,200,0,7,4,50,53,5,"dozens",0,"goodwill_ hunting","game of thrones","top. gear","Stat100_L2"
"Male","Male",71,190,11,"Senior",2.5,3.3,33,5,3,120,3,7.5,5,51,52,3,"thousands",50,"Good Will Hunting","The Office","Breaking Bad","Stat100_L2"
"Female","Female",62,120,7.5,"Freshman",1,2.5,24,2,2,60,0,6.5,15,40,41,8,"few",50,"Spirit","Reign","Shameless","Stat100_L2"
"Female","Female",61,140,9,"Freshman",0.5,3,24,2,0,100,16,8,45,43,43,2,"few",50,"Mean Girls","Gossip Girl","The Challenge","Stat100_L2"
"Male","Male",81,120,6.5,"Freshman",1,3.7,29,0,1,0,6,6.5,3,43,45,6,"few",10,"Your name","Chicago PD","Big bang series","Stat100_L2"
"Male","Male",66,127,10.5,"Junior",8,2.8,26,0,1,74,60,7,7,52,59,5,"one",20,"Along with Gods (Korean movie)","Game of Thrones","MBC News Desk","Stat100_L2"
"Female","Female",64,110,7.5,"Sophomore",2,3.6,26,1,2,90,13,7.5,14,55,50,8,"few",50,"The Hunger Games","Gossip Girl","This is Us","Stat100_L2"
"Female","Female",64,118,6.5,"Freshman",5,4,22,3,2,85,1,8,23,48,43,3,"one",100,"Finding Nemo","Grey's Anatomy","Criminal Minds","Stat100_L2"
"Male","Male",72,145,7.5,"Freshman",8,3.8,33,0,0,160,500,9,40,63,57,7,"one",20,"The Truman Show","Master Chef","Top Gear","Stat100_L2"
"Male","Male",82,109,14,"Freshman",1.5,3.5,24,0,1,90,20,7.5,6,47,45,7,"one",30,"Rush hour","Game of thrones","none","Stat100_L2"
"Female","Female",63,120,7.5,"Sophomore",1,3.4,27,4,1,110,20,7.5,14,43,46,4,"dozens",70,"sisterhood of the traveling pants","psych","vampire diaries","Stat100_L2"
"Female","Female",63,148,9,"Junior",1.5,3.2,21,7,2,110,1,5,6,45,49,7,"few",15,"the dark knight","gotham","futurama","Stat100_L2"
"Female","Female",68,150,7.5,"Freshman",0.5,3.5,26,2,1,100,40,5,8,50,50,3,"few",75,"Up","Shameless","Skins","Stat100_L2"
"Female","Female",62,125,7,"Freshman",4,3.4,28,0,2,85,10,7,10,48,47,7,"few",1,"none","Stranger Things","Reply 1988 (Korean drama)","Stat100_L2"
"Male","Male",67,166,11,"Freshman",2,2.9,26,2,1,96,29,7,5,50,56,7,"few",99,"Das Boot","Archer","Rick and Morty","Stat100_L2"
"Male","Male",68,160,9,"Junior",1.5,2.7,24,1,2,100,5,7,10,51,62,8,"millions",100,"Civil War","Game of thrones","Mind Hunter","Stat100_L2"
"Female","Female",63,146,8,"Freshman",4.5,3.9,24,2,2,80,40,8,5,53,62,9,"hundreds",100,"Lady Bird","How I Met Your Mother","Ripper Street","Stat100_L2"
"Female","Female",63,112,6.5,"Freshman",4,3.5,24,5,2,100,25,7,22,40,47,7,"few",35,"Brother","Shameless","End of The F***ing World","Stat100_L2"
"Female","Female",66,126,7,"Freshman",3,3.5,31,3,1,100,29,7,14,53,53,7,"one",50,"Miracle in Cell No. 7","Grey's Anatomy","Black Mirror","Stat100_L2"
"Female","Female",61,110,6,"Senior",4,3.8,28,1,1,77,102,8.5,4,63,65,2,"few",5,"none","none","none","Stat100_L2"
"Female","Female",67,140,7,"Freshman",3.5,3.8,28,2,1,95,100,8,12,48,48,8,"one",75,"The Choice","Criminal Minds","Grey's Anatomy","Stat100_L2"
"Female","Female",67,219,9,"Freshman",3.5,3.9,21,0,1,46,85,6.5,11,52,56,7,"few",13,"21 Jump Street","The Office","Grey's Anatomy","Stat100_L2"
"Female","Female",64,120,8.5,"Freshman",2,3.4,28,2,2,85,10,7,16,47,53,7,"few",50,"the best of me","friends","gossip girl","Stat100_L2"
"Male","Male",68,165,8.5,"Sophomore",3,3.5,33,3,1,80,700,7,6,53,60,2,"few",50,"The Avengers","Sword Art Online","Gossip Girl","Stat100_L2"
"Female","Female",64,130,8,"Freshman",10,4,24,3,0,110,100,8,20,47,48,8,"one",30,"Hachi: A Dog's Tale","2 Broke Girls","Friends","Stat100_ONL"
"Male","Male",68,180,12,"Sophomore",2,2.8,26,0,1,100,0,6,7,52,54,8,"few",10,"avatar","how i met your mother","friends","Stat100_ONL"
"Female","Female",75,86,6,"Freshman",3,3.7,33,2,0,0,4,5.5,2,45,44,2,"none",0,"her","runningman","singer","Stat100_ONL"
"Female","Female",63,150,8.5,"Freshman",2.5,3.5,27,3,1,100,15,5.5,9,53,53,7,"few",75,"The Notebook","The Ranch - Netflix","The Punisher - Netflix","Stat100_ONL"
"Female","Female",67,115,8.5,"Freshman",3,3.8,28,0,1,90,0,7,15,55,57,6,"one",50,"Inception","Friends","Stranger Things","Stat100_ONL"
"Female","Female",63,132,7.5,"Freshman",3,3.6,26,6,1,70,22,8,16,43,46,6,"one",60,"Bridesmaids","One Tree Hill","Gilmore Girls","Stat100_ONL"
"Female","Female",63,118,7.5,"Freshman",4.5,2.5,24,2,1,85,150,8,14,58,60,4,"few",40,"13 going on 30","greys anatomy","riverdale","Stat100_ONL"
"Male","Male",72,175,10.5,"Freshman",0.5,3.5,33,1,1,100,100,5.5,7,51,53,3,"dozens",100,"mist","none","none","Stat100_ONL"
"Male","Male",71,180,10.5,"Sophomore",3,3,29,2,1,105,5,7,7,53,53,3,"few",10,"harry potter","prison break","vampire diaries","Stat100_ONL"
"Male","Male",69,139,12,"Freshman",6,4,34,0,0,0,60,8,4,45,50,6,"millions",50,"Inception","Shark Tank","Making a Murderer","Stat100_ONL"
"Female","Female",71,150,11.5,"Freshman",4.5,3.5,20,3,2,55,20,8,5,59,58,7,"hundreds",50,"The one I love","Black Mirror","Gypsy","Stat100_ONL"
"Female","Female",64,133,6,"Junior",3,3,31,6,1,0,105,8,25,57,60,7,"hundreds",100,"Requiem for a Dream","Rick and Morty","Whose Line is It Anyways","Stat100_ONL"
"Male","Male",74,193,14,"Sophomore",1.5,3.1,24,0,2,95,21,7,6,51,51,4,"few",9,"none","none","none","Stat100_ONL"
"Female","Female",60,115,6.5,"Sophomore",5,3.6,30,1,2,85,80,6.5,5,52,53,5,"one",100,"Imitation Game","The Office","Lost","Stat100_ONL"
"Male","Male",70,125,11,"Freshman",3,4,26,0,1,140,100,6,16,44,49,6,"one",51,"Greater","None","None","Stat100_ONL"
"Male","Male",72,160,10.5,"Junior",5,2.9,32,0,1,100,11,7.5,6,59,60,5,"dozens",50,"Django Unchained","none","none","Stat100_ONL"
"Female","Female",70,160,10.5,"Freshman",4,3.9,31,0,1,85,50,7,10,50,50,2,"few",90,"Remember the Titans","Criminal Minds","One Tree Hill","Stat100_ONL"
"Male","Male",69,254,11,"Sophomore",2,1.9,24,3,3,110,40,5.5,5,48,51,2,"hundreds",50,"Happy Death Day","Grey's Anatomy","Soul Eaters","Stat100_ONL"
"Male","Male",78,112,9.5,"Freshman",0.5,4,34,2,1,0,1000,8,9,52,49,4,"none",100,"none","none","none","Stat100_ONL"
"Female","Female",71,200,12,"Senior",3,3.8,33,0,1,87,61,9,10,58,58,6,"one",100,"Lord of The Rings Two Towers","The Middle","Chicago Med","Stat100_ONL"
"Female","Female",61,108,6.5,"Freshman",2,3.8,29,1,1,85,50,7.5,15,53,57,7,"few",100,"La La Land","Friends","The Office","Stat100_ONL"
"Female","Female",63,105,8,"Junior",1,3.6,28,1,1,80,140,6,10,54,54,7,"few",50,"Star Wars: A New Hope","Victoria","Naruto","Stat100_ONL"
"Male","Male",71,180,11.5,"Freshman",2.5,3.7,29,2,5,122,20,6.5,5,51,54,4,"few",100,"takers","the americans","blue bloods","Stat100_ONL"
"Male","Male",69,165,9,"Junior",5,3,31,1,1,40,12,9,4,57,59,8,"few",10,"inception","none","none","Stat100_ONL"
"Female","Female",67,138,9,"Sophomore",0,3.1,28,3,5,0,8,9.5,6,40,51,7,"dozens",100,"27 Dresses","RuPaul_s Drag Race","The Voice","Stat100_ONL"
"Male","Male",71,180,11.5,"Sophomore",2,3.3,31,0,2,100,75,6.5,8,53,55,9,"one",25,"The Shawshank Redemption","The Office","Black Mirror","Stat100_ONL"
"Male","Male",70,170,11,"Freshman",2,3.8,27,0,2,60,400,6,5,47,54,7,"few",20,"Spider-Man: Homecoming","none","none","Stat100_ONL"
"Female","Female",63,115,6,"Junior",3,2.9,25,23,2,140,6,7,20,59,60,4,"few",80,"Braveheart","Walking Dead","Dragon Ball Z","Stat100_ONL"
"Female","Female",64,145,7.5,"Sophomore",2,3.7,27,2,3,85,50,8,5,49,51,7,"hundreds",100,"Harry Potter","Greys Anatomy","Gossip Girl","Stat100_ONL"
"Female","Female",63,125,6.5,"Freshman",2.5,3.8,32,0,2,85,30,7,23,50,51,7,"few",100,"The Lego Movie","Nathan for You","We Bare Bears","Stat100_ONL"
"Female","Female",65,150,9,"Freshman",4.5,3.8,24,4,2,100,100,7.5,25,36,41,6,"one",40,"titanic","gossip girl","friends","Stat100_ONL"
"Female","Female",67,127,4,"Freshman",3,3.6,31,0,1,0,10,7.5,7,49,53,7,"few",20,"along with the gods","pretty little liars","the secret circle","Stat100_ONL"
"Female","Female",67,155,9,"Freshman",4,3.6,21,3,4,100,20,7,20,44,41,7,"few",10,"Mean Girls","Teen Mom","Are You the One?","Stat100_ONL"
"Female","Female",64,112,6,"Senior",7,2.8,30,0,1,0,200,5.5,7,50,50,7,"few",75,"Inglorius Basterds","The Crown","Atypical","Stat100_ONL"
"Male","Male",78,208,13,"Junior",0.5,2.9,24,8,4,163,200,6,10,51,53,3,"one",25,"Inception","Trailer Park Boys","Archer","Stat100_ONL"
"Female","Female",63,170,7.5,"Junior",5,3,24,3,2,25,100,8.5,35,47,49,3,"one",100,"The Lost Boys","Orange is the New Black","Buffy the Vampire Slayer","Stat100_ONL"
"Female","Female",66,175,9,"Freshman",2,3.3,25,1,0,65,200,7,30,49,51,7,"few",10,"slumdog millionair","orange is the new black","pretty little liars","Stat100_ONL"
"Male","Male",70,170,10,"Junior",4,3.9,31,2,1,86,31,7.5,7,58,64,3,"thousands",40,"The Shawshank Redemption","The Sopranos","Nathan For You","Stat100_ONL"
"Female","Female",66,215,12,"Freshman",5,3.8,23,2,6,65,65,5,25,46,43,8,"dozens",50,"Coming to America","Being Mary Jane","Power","Stat100_ONL"
"Female","Female",67,135,7.5,"Sophomore",7,3.1,26,4,5,50,130,8,50,44,52,7,"one",20,"nono","criminal minds","shameless","Stat100_ONL"
"Male","Male",71,170,11,"Freshman",4,3.5,28,1,1,95,600,9,4,52,54,4,"few",20,"The Heat","Scandal","Gossip Girl","Stat100_ONL"
"Female","Female",66,134,6.5,"Sophomore",2,4,30,0,0,70,20,7.5,12,45,47,9,"few",0,"Sixth Sense","How to Get Away with Murder","Sherlock","Stat100_ONL"
"Male","Male",70,198,11.5,"Freshman",2,3.8,28,5,3,109,38,8,6,52,50,3,"few",30,"The Blind Side","The Walking Dead","How I met your Mother","Stat100_ONL"
"Male","Male",76,210,11,"Freshman",1,1.7,29,4,1,0,300,7,3,49,52,7,"few",30,"none","walkingdead","korean drama","Stat100_ONL"
"Male","Male",71,170,11,"Sophomore",2,3.9,32,10,1,100,12,5.5,8,60,65,7,"few",50,"Titanic","Friends","House of Cards","Stat100_ONL"
"Male","Male",69,130,9.5,"Freshman",4.5,3.9,32,0,1,85,20,6.5,4,45,47,3,"few",50,"Wolf of Wall St.","Friends","Monk","Stat100_ONL"
"Male","Male",68,120,9.5,"Freshman",1,2.8,26,1,1,30,20,9,10,51,49,4,"few",10,"Finding Nemo","Friends","Family Guy","Stat100_ONL"
"Female","Female",62,110,6.5,"Freshman",3,3.8,31,0,1,90,0,4.5,9,44,48,3,"none",30,"none","Walking dead","none","Stat100_ONL"
"Female","Female",62,128,6.5,"Freshman",4,3.7,27,0,0,75,45,7.5,10,47,57,3,"few",85,"21 jump street","criminal minds","parks and rec","Stat100_ONL"
"Female","Female",63,152,6.5,"Sophomore",1.5,3.3,28,0,1,90,60,8,10,52,54,7,"dozens",50,"The Wizard of Oz","Parks and Recreation","Breaking Bad","Stat100_ONL"
"Male","Male",70,158,10.5,"Freshman",2.5,3.5,26,3,2,85,11,8.5,7,38,42,10,"one",100,"hacksaw ridgde","that 70's show","Game of Thrones","Stat100_ONL"
"Female","Female",66,185,9.5,"Sophomore",2.5,3.5,31,1,1,113,130,7,11,51,58,2,"few",25,"The Little Rascals","The Office","Stranger Things","Stat100_ONL"
"Female","Female",62,125,6.5,"Freshman",6.5,3.7,29,4,1,80,65,7,23,47,50,8,"few",75,"Spirited Away","Game of Thrones","The Office","Stat100_ONL"
"Female","Female",66,159,8,"Sophomore",3,2.7,26,4,4,100,10,5,21,45,49,2,"few",25,"Girls Trip","Gossip Girl","Grey's Anatomy","Stat100_ONL"
"Female","Female",63,250,9,"Sophomore",2.5,3.6,24,30,2,100,80,7.5,3,37,42,7,"one",75,"Recently_ the movie Coco","Friends","Parks and Recreation","Stat100_ONL"
"Male","Male",69,129,9.5,"Senior",2,3,28,2,1,100,130,5.5,7,53,53,1,"hundreds",100,"Inception","Running Man","Friends","Stat100_ONL"
"Female","Female",65,125,8.5,"Freshman",4.5,3.9,30,2,1,65,70,6,16,47,53,6,"few",75,"All of Harry Potter","The Office","Friends","Stat100_ONL"
"Female","Female",62,140,7.5,"Freshman",2.5,3.9,27,1,4,90,50,7,20,46,50,4,"one",90,"White Chicks","One Tree Hill","Survivor","Stat100_ONL"
"Female","Female",63,115,5,"Sophomore",1,2.5,21,2,5,32,0,6,17,37,40,6,"one",50,"Liar Liar","White Collar","Vampire Diaries","Stat100_ONL"
"Male","Male",69,165,10,"Freshman",2,3.8,33,0,1,95,26,8,3,47,51,8,"few",30,"The Prestige","Shameless","Breaking Bad","Stat100_ONL"
"Male","Male",67,150,8.5,"Freshman",4,3.9,33,0,1,90,120,8,7,50,50,9,"one",25,"transformers","infinite challenges","hell's kitchen","Stat100_ONL"
"Female","Female",66,130,9,"Freshman",5,4,27,2,3,95,27,6,15,47,48,3,"few",90,"Inception","One Tree Hill","Friends","Stat100_ONL"
"Male","Male",67,205,9,"Freshman",1,1.8,30,4,3,200,0,5,4,43,54,8,"few",100,"I got these cheeseburgers man","The office","How I met your mother","Stat100_ONL"
"Female","Female",64,113,7,"Freshman",3,3.2,27,2,1,80,10,7,10,46,54,7,"few",100,"La La Land","Friends","The Office","Stat100_ONL"
"Female","Female",66,93,8,"Junior",2,2.7,24,2,1,85,0,8,18,41,51,5,"few",20,"What Happened to Monday","Power","Project Runway","Stat100_ONL"
"Female","Female",64,140,8.5,"Sophomore",2,3.2,28,3,6,93,150,7,16,42,45,5,"few",10,"friends with benefits","grey's anatomy","one tree hill","Stat100_ONL"
"Female","Female",65,114,6.5,"Junior",5,3.9,33,0,0,100,50,7,5,44,53,2,"few",30,"harry potter","none","none","Stat100_ONL"
"Female","Female",67,252,9.5,"Junior",3,3,24,2,4,65,0,6,45,35,36,7,"few",25,"GoodFellas","FRIENDS","Grey's Anatomy","Stat100_ONL"
"Female","Female",62,123,7,"Freshman",1,3.7,27,0,2,60,0,7,12,48,65,8,"thousands",0,"La La Land","Outlander","The Magicians","Stat100_ONL"
"Female","Female",66,145,8,"Freshman",3,3.6,24,1,1,116,33,7.5,7,50,52,8,"one",50,"Step Brothers","Sex in the City","That 70s show","Stat100_ONL"
"Female","Female",62,85,6,"Sophomore",7,1.9,29,1,2,80,0,5.5,15,49,52,6,"dozens",80,"Rataouille","The Walking Dead","Friends","Stat100_ONL"
"Female","Female",65,119,8,"Freshman",1,3,30,0,1,0,100,6.5,8,59,59,4,"few",10,"MAMA MIA","Office","house of cards","Stat100_ONL"
"Male","Male",68,123,9,"Junior",5,3.3,31,2,0,81,20,6.5,3,47,54,6,"few",50,"none","none","none","Stat100_ONL"
"Female","Female",61,166,9,"Sophomore",1,2.9,21,1,3,90,0,6,10,35,35,7,"one",0,"Snow on the Bluff","Black Mirror","none","Stat100_ONL"
"Male","Male",67,157,9,"Other",0.5,3.7,33,0,1,90,100,7,6,53,53,5,"dozens",0,"Million Dollar Baby","West Wing","Narcos","Stat100_ONL"
"Female","Female",68,120,8.5,"Freshman",2.5,3.9,29,20,4,100,0,5,10,41,42,3,"one",100,"twilight","greys anatomy","vampire diaries","Stat100_ONL"
