"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity","movie","favTV1","favTV2","section"
"Female","Female",65,180,10,"Freshman",4,3.4,30,2,3,110,20,8.5,10,51,51,6,"few",20,"Step Brothers","Supernatural","The Office","Stat100_L1"
"Male","Male",73,160,10.5,"Freshman",1.5,3.5,28,6,2,80,25,7,9,57,61,2,"few",80,"The Other Guys","Game of Thrones","The Walking Dead","Stat100_L1"
"Male","Male",71,140,10.5,"Freshman",2,3.8,31,2,0,80,15,8,5,50,50,1,"few",90,"Goodfellas","Breaking Bad","The Sopranos","Stat100_L1"
"Female","Female",65,130,9,"Sophomore",3,3.9,32,5,3,110,100,7.5,20,45,50,5,"thousands",95,"Ferris Buller's Day Off","Downton Abbey","The Office","Stat100_L1"
"Female","Female",60,101,5,"Freshman",2,3.5,25,0,1,100,40,9,35,50,53,4,"dozens",40,"The Dictator","one tree hill","90210","Stat100_L1"
"Male","Male",71,195,10.5,"Freshman",1.5,4,27,0,2,110,1000,7,20,35,35,1,"one",0,"LTK","Breaking Bad","The Office ","Stat100_L1"
"Male","Male",71,170,11.5,"Sophomore",7,2.3,22,2,1,50,10,7.5,10,47,45,7,"few",0,"Step Brothers","The Office","Family Guy","Stat100_L1"
"Male","Male",72,235,13,"Sophomore",1.5,2.8,28,1,2,116,0,7,4,54,56,3,"dozens",75,"Good Will Hunting","Game of Thrones","Supernatural","Stat100_L1"
"Female","Female",62,144,7.5,"Sophomore",3.5,3.5,27,2,1,65,0,5,14,49,53,4,"few",25,"Dejavu","none","none","Stat100_L1"
"Female","Female",61,115,9,"Freshman",7,3.8,26,0,2,0,5,4.5,8,48,52,8,"few",20,"the motorcycle diaries","the office","the marvelous ms. maisel","Stat100_L1"
"Female","Female",63,120,7.5,"Freshman",0.5,3.9,22,0,3,110,50,8,35,48,50,6,"few",10,"Blind Side","Friday Night Lights","Nashville","Stat100_L1"
"Male","Male",71,180,10.5,"Freshman",3,3.6,26,2,1,100,10,6.5,12,55,53,10,"dozens",75,"Interstellar","The Walking Dead","Parks and Rec","Stat100_L1"
"Female","Female",61,140,7,"Freshman",2,4,26,2,2,60,20,6.5,30,55,47,4,"one",70,"The Lion King","Pretty Little Liars","The Walking Dead","Stat100_L1"
"Male","Male",66,150,11,"Sophomore",3,3.5,28,6,2,120,60,7.5,10,54,55,4,"one",60,"Fast and Furious","Walker Texas Ranger","How I met your Mother","Stat100_L1"
"Female","Female",66,150,9,"Junior",3,2.6,33,1,0,95,0,6,4,47,48,4,"hundreds",100,"Monty Python and the Holy Grail","How I Met Your Mother","Community","Stat100_L1"
"Female","Female",66,150,8.5,"Freshman",2,3.8,31,4,2,90,40,6,20,45,53,9,"few",90,"The Bee Movie","The Office","The 100","Stat100_L1"
"Male","Male",68,170,10.5,"Freshman",2,3.8,28,1,1,105,300,7.5,4,51,53,3,"few",30,"Casa Blanca","Chapelle's Show","Silicone Valley","Stat100_L1"
"Female","Male",66,146,8.5,"Sophomore",3,4,31,5,2,75,150,6,8,55,65,6,"dozens",70,"It","none","none","Stat100_L1"
"Female","Female",64,140,9.5,"Freshman",1,2.8,21,2,1,90,10,8,20,56,53,6,"one",20,"The blindside","Keeping up with the Kardashians","Friends","Stat100_L1"
"Female","Female",65,130,8.5,"Sophomore",1.5,3.4,23,1,7,0,500,8,11,37,39,1,"few",85,"Paid in Full","Martin","Real Housewives of Atlanta","Stat100_L1"
"Female","Female",62,125,8,"Sophomore",5,3.8,27,6,1,90,6,7,20,50,64,7,"few",100,"Dead Poets Society","The Office","New Girl","Stat100_L1"
"Female","Female",66,118,6.5,"Sophomore",4,3,28,1,2,105,20,5,3,48,49,4,"hundreds",100,"Serenity","Game of Thrones","Westworld","Stat100_L1"
"Female","Female",65,170,10,"Freshman",1.5,3.3,24,5,0,100,150,7,10,49,49,9,"dozens",100,"Scarface","Shameless","Parks and Recreation","Stat100_L1"
"Female","Female",64,125,7.5,"Freshman",4,3.7,30,3,1,90,100,8,10,53,48,4,"few",30,"The Pursuit of Happyness","Greys Annatomy","The Bachelor","Stat100_L1"
"Male","Male",70,165,10.5,"Freshman",3.5,3.2,25,1,2,90,0,7.5,6,50,56,7,"one",20,"The Dark Knight","Friends","Blacklist","Stat100_L1"
"Female","Female",65,127,7,"Freshman",1,3.6,22,0,2,70,110,7,10,56,65,5,"millions",50,"Angels and Demons","Friends","Criminal Minds","Stat100_L1"
"Male","Male",70,163,10.5,"Freshman",2,3.3,24,10,4,150,200,7.5,23,44,46,1,"few",15,"Rounders","Family Guy","Flash","Stat100_L1"
"Female","Female",68,140,9,"Freshman",3,3.9,26,4,1,80,300,8,10,59,61,3,"one",90,"Parent Trap","Grey's Anatomy","Gossip Girl","Stat100_L1"
"Female","Female",66,175,8.5,"Freshman",2.5,3.6,23,0,0,0,30,7,15,51,54,6,"few",25,"night flight","running man","knowing brothers","Stat100_L1"
"Female","Female",62,125,4,"Freshman",5,1.8,21,2,5,47,0,6,7,37,38,7,"few",50,"none","Rebelde","The 100","Stat100_L1"
"Female","Female",63,138,6.5,"Freshman",3,3.4,22,2,2,0,8,7,6,54,54,7,"few",50,"Elf","Law and Order: Special Victims Unit","Cake Boss","Stat100_L1"
"Female","Female",64,125,10,"Freshman",5,3.6,22,0,1,0,8,8,8,46,47,5,"few",10,"Roots","The Simpsons","Courage the Cowardly Dog","Stat100_L1"
"Female","Female",67,135,8,"Freshman",1.5,4,34,3,3,90,70,8,20,48,49,4,"few",100,"Inception","Parenthood","This Is US","Stat100_L1"
"Female","Female",66,134,5.5,"Freshman",2,1.7,21,3,2,0,0,4.5,6,40,39,4,"few",25,"the lovely  bones","spongebob","johny test","Stat100_L1"
"Female","Female",65,130,7,"Freshman",3,3.7,23,0,2,75,25,6,9,54,56,3,"dozens",100,"Pitch Perfect 3","Riverdale","90210","Stat100_L1"
"Female","Female",65,110,7.5,"Freshman",7,4,28,0,0,0,10,6.5,5,49,49,2,"none",5,"none","none","none","Stat100_L1"
"Male","Male",74,205,13,"Freshman",3.5,4,25,4,2,110,100,6.5,20,62,64,5,"few",60,"Pulp fiction","Fresh Prince","Narcos","Stat100_L1"
"Male","Male",75,250,16,"Freshman",2,4,36,3,1,112,1,8.5,7,49,49,7,"dozens",98,"John Carpenter's The Thing","Channel Zero","Rick and Morty","Stat100_L1"
"Female","Female",68,135,8,"Freshman",2,3.5,25,7,2,110,23,7,27,43,44,3,"thousands",80,"It Follows","The Office","Stranger Things","Stat100_L1"
"Female","Female",60,160,7,"Freshman",3.5,3.4,24,1,1,116,100,6,10,47,48,8,"one",40,"Mean Girls","The Office","White Collar","Stat100_L1"
"Female","Female",68,140,8,"Freshman",1,3.9,27,1,1,96,104,7.5,15,47,48,6,"few",20,"Grease","The Office","Parks & Rec.","Stat100_L1"
"Female","Female",69,180,9.5,"Junior",3.5,3.4,23,2,1,100,600,8,10,50,52,8,"few",80,"Notebook","Friends","How I met your mother","Stat100_L1"
"Male","Male",68,135,10.5,"Junior",1,2.5,25,0,6,110,0,7,8,38,40,7,"few",10,"Count of monte cristo","Game of thrones","Power","Stat100_L1"
"Male","Male",65,125,8.5,"Freshman",1,3.5,27,1,2,0,10,8,5,52,54,8,"few",65,"The Dark Knight","Sons of Anarchy","Supernatural","Stat100_L1"
"Female","Female",62,141,7.5,"Junior",5,3.4,27,6,1,0,200,6,45,48,50,1,"one",100,"Get Out","The Office","Bridezillas","Stat100_L1"
"Male","Male",74,151,11,"Freshman",8.5,3.9,32,6,2,90,72,6.5,9,52,53,8,"one",50,"Captain America Civil War","Sherlock","Arrow","Stat100_L1"
"Male","Male",65,130,7,"Senior",5,3.8,30,0,0,79,100,6.5,4,47,47,1,"few",10,"The Godfather","American Gods","Friends","Stat100_L1"
"Female","Female",61,100,4.5,"Sophomore",1,2.3,26,3,2,110,15,4,20,45,47,1,"one",75,"columbiana","Scandal","How to get away with murder","Stat100_L1"
"Female","Female",68,140,9.5,"Freshman",2,3.5,22,6,4,0,1,6.5,5,37,37,8,"few",100,"The Lovely Bones","Family Guy","Courage The Cowardly Dog","Stat100_L1"
"Female","Female",65,95,5,"Freshman",5,3.9,31,0,0,30,100,6,18,44,45,4,"few",10,"none","none","none","Stat100_L1"
"Female","Female",64,150,8.5,"Freshman",4,3.8,32,0,1,0,20,8,11,50,55,7,"dozens",20,"East of Eden","Sons of Anarchy","Friends","Stat100_L1"
"Female","Female",67,135,7.5,"Sophomore",4,3.5,31,2,3,100,20,6.5,25,60,62,3,"one",100,"Spotlight","This Is Us","Madame Secretary","Stat100_L1"
"Female","Female",70,145,9,"Freshman",1,3.8,24,1,1,82,2,7.5,20,50,54,9,"one",90,"Kidnap","Love and Hip Hop","Dance Moms","Stat100_L1"
"Female","Female",65,125,7.5,"Freshman",3.5,3.5,30,0,1,0,0,6.5,9,53,55,8,"one",14,"Vertifo","The Bachelor","Grey' s Anatomy","Stat100_L1"
"Female","Female",63,120,7,"Freshman",10,3.7,23,1,1,85,30,6,20,52,58,3,"few",25,"The Pursuit of Happyness","The Office","The Bachelor","Stat100_L1"
"Female","Female",64,180,6,"Sophomore",0.5,2.1,22,3,2,0,10,5,12,41,44,3,"few",50,"ATL","Scandal","Rick and Morty","Stat100_L1"
"Female","Female",67,136,8,"Senior",2,3,21,0,1,110,60,9.5,13,56,62,10,"hundreds",50," get out","keeping up with the kardashians","shark tank","Stat100_L1"
"Male","Male",74,210,11.5,"Freshman",4,3.5,21,3,1,65,700,8,8,46,47,2,"dozens",100,"Star Wars Episode V: The Empire Strikes Back","Breaking Bad","Better Call Saul","Stat100_L1"
"Female","Female",62,115,6,"Freshman",1.5,4,33,0,0,85,0,7.5,14,50,52,6,"dozens",98,"none","The Office","White Collar","Stat100_L1"
"Female","Female",60,120,6.5,"Freshman",3,3.1,31,0,2,60,40,7,14,50,53,7,"few",50,"None","The Office","Friends","Stat100_L1"
"Female","Female",59,125,4,"Freshman",3,3.9,20,1,2,75,300,8,70,39,38,9,"few",30,"The Pursuit Of Happiness","Power","HawTHorne","Stat100_L1"
"Male","Male",73,265,12,"Sophomore",3,3.9,21,2,1,90,10,6,7,54,55,5,"few",100,"Frozen","The Office","Spongebob Squarepants","Stat100_L1"
"Female","Female",60,95,7.5,"Freshman",2,3.6,25,2,3,70,50,14,12,47,48,7,"few",10,"La La Land","Parks and Recreation","Brooklyn Nine Nine","Stat100_L1"
"Male","Male",72,140,11.5,"Freshman",2,3.7,25,1,3,70,300,7,19,55,60,3,"few",10,"Scarface","Total Drama Island","Dragon Ball","Stat100_L1"
"Male","Male",69,140,10,"Freshman",2,3.8,29,1,3,75,101,6,10,51,52,10,"few",100,"Good Will Hunting","The Office","Always Sunny","Stat100_L1"
"Female","Female",67,145,7.5,"Freshman",6,3.6,29,3,0,80,54,8,12,61,61,7,"few",50,"Mean Girls","Grey's Anatomy","Law and Order","Stat100_L1"
"Female","Female",65,152,10,"Freshman",0,3.5,26,2,4,0,0,6,20,38,42,8,"few",50,"Friday","Criminal Minds","Grey's Anatomy","Stat100_L1"
"Female","Female",63,120,7,"Freshman",8,3.7,30,0,0,80,0,7,30,48,51,4,"one",10,"ex","none","none","Stat100_L1"
"Male","Male",68,128,8,"Freshman",2,4,26,2,3,80,35,8,6,51,51,4,"dozens",50,"The Dark Knight","Modern Family","The Middle","Stat100_L1"
"Male","Male",70,150,9,"Freshman",2,3.5,29,1,7,0,200,8,3,47,49,5,"thousands",50,"Shawshank Redemption","Game of Thrones","Silicon Valley","Stat100_L1"
"Female","Female",62,120,6,"Freshman",3,3.5,23,3,3,80,110,7,20,56,57,4,"few",25,"The Longest Ride","Friends","Gilmore Girls","Stat100_L1"
"Female","Female",61,136,4.5,"Sophomore",2,2.7,22,3,5,75,0,5.5,11,43,43,8,"few",50,"Love and Basketball","The Chi","Are You the One","Stat100_L1"
"Female","Female",68,125,9,"Freshman",3,3.5,26,0,1,80,0,8,12,50,51,3,"few",70,"IT","This Is Us","Jersey Shore","Stat100_L1"
"Female","Female",69,127,7.5,"Freshman",4,3.9,27,3,2,80,500,7,13,54,59,7,"few",60,"The Grand Budapest Hotel","Parks and Rec","The Office","Stat100_L1"
"Female","Female",68,185,9,"Freshman",0.5,3.5,27,2,4,100,40,7,10,41,37,6,"few",30,"Baby Driver","Riverdale","Shameless","Stat100_L1"
"Male","Male",65,132,8.5,"Freshman",1.5,3.9,26,1,1,130,1000,8,6,50,52,9,"thousands",50,"Good Will Hunting","Stranger Things","Game of Thrones","Stat100_L1"
"Female","Female",62,120,6,"Freshman",6,3.8,34,0,1,0,0,8,15,60,61,8,"few",50,"the greatest showman","the big bang theory","friends","Stat100_L1"
"Male","Male",68,145,9,"Freshman",2,2.9,24,2,1,95,0,7,5,48,38,4,"few",75,"White House Down","Dragon Ball Z","Family Guy","Stat100_L1"
"Male","Male",77,240,15,"Freshman",2,3.7,32,3,2,100,0,7,4,48,49,6,"few",60,"The Dark Knight","Walking Dead","Stranger Things","Stat100_L1"
"Female","Female",65,125,7.5,"Freshman",2,4,28,1,1,80,35,7.5,20,53,53,10,"hundreds",60,"Coco","Game of Thrones","Keeping up with the Kardashians","Stat100_L1"
"Female","Female",68,155,9,"Freshman",3,2.8,29,3,2,85,85,7,7,46,46,6,"dozens",0,"Chitty Chitty Bang Bang","The 100","Friends","Stat100_L1"
"Female","Female",67,138,8.5,"Freshman",4,2.4,25,3,0,90,1,8,7,53,58,2,"one",45,"Django","Grey's Anatomy","Scandal","Stat100_L1"
"Male","Male",73,170,13,"Freshman",2,4,28,0,1,100,1,7.5,4,45,50,3,"few",95,"Bright","Criminal Mind","Bright","Stat100_L1"
"Female","Female",66,185,9,"Senior",2,2.7,28,4,1,85,84,7,12,51,51,4,"none",50,"Hunger Games - Catching Fire","Grey's Anatomy","The Arrow","Stat100_L1"
"Female","Female",67,144,9.5,"Freshman",2,2.7,23,5,6,90,12,7,15,37,51,7,"dozens",70,"Captian America's Civil War","Friends","Prison Break","Stat100_L1"
"Female","Female",63,108,6.5,"Freshman",3,3.5,29,0,0,0,5,6,4,48,49,8,"one",48,"Gintama","Game of Thrones","Modern Family","Stat100_L1"
"Male","Male",71,149,10.5,"Freshman",2,2.5,21,1,2,84,0,6,6,39,42,3,"hundreds",50,"Uncle P","Zack and Cody","Law and Order","Stat100_L1"
"Female","Female",64,126,7,"Freshman",3.5,3.9,29,1,0,65,70,8,14,48,49,7,"few",100,"Forest Gump","It's Always Sunny in Philadephia","Shameless","Stat100_L1"
"Female","Female",62,110,6,"Freshman",8.5,3.8,28,0,2,75,300,6,8,45,47,6,"few",100,"A Walk to Remember","The Office","The Walking Dead","Stat100_L1"
"Male","Male",72,190,11,"Sophomore",2,2.7,21,1,2,100,500,4.5,15,43,43,3,"few",75,"The Godfather","Black Ish","The Carmicheal Show","Stat100_L1"
"Male","Male",70,148,11,"Freshman",1,3.1,25,3,6,115,50,5,5,47,42,6,"few",70,"The Warriors","Game of Thrones","Walking Dead","Stat100_L1"
"Female","Female",62,140,8.5,"Freshman",4,3.8,29,1,1,70,42,6.5,10,57,61,5,"few",65,"A Silent Voice","Steven Universe","Devilman","Stat100_L1"
"Male","Male",72,151,9.5,"Freshman",1.5,3.6,33,0,0,60,70,7,5,51,53,3,"hundreds",100,"none","none","none","Stat100_L1"
"Female","Female",65,133,8.5,"Freshman",2,3.9,29,10,1,65,30,8,6,49,52,3,"few",95,"the game","cosmos","the good place","Stat100_L1"
"Female","Female",64,145,7.5,"Freshman",3,3.9,28,4,2,90,35,6.5,12,50,51,4,"few",90,"Lilo and Stitch","New Girl","Teen Wolf","Stat100_L1"
"Female","Female",66,175,8,"Freshman",3,3.1,25,4,1,100,10,8,20,52,52,2,"few",20,"none","none","none","Stat100_L2"
"Female","Female",67,135,8.5,"Freshman",5,3.8,27,3,0,90,70,7,24,55,52,7,"few",50,"The Shining","Shameless","Modern Family","Stat100_L2"
"Female","Female",68,190,11,"Freshman",7,3.6,23,0,1,90,200,6.5,10,42,48,6,"one",75,"Pitch Perfect","Criminal Minds","The Flash","Stat100_L2"
"Female","Female",61,140,8,"Freshman",2,3.5,25,2,1,95,2,6,10,55,52,4,"hundreds",15,"Cinderella Story","Teen Mom","Shameless","Stat100_L2"
"Male","Male",67,180,10,"Freshman",1.5,3.3,28,0,2,60,150,4,6,55,50,8,"few",85,"The Dark Knight","None","None","Stat100_L2"
"Female","Female",66,143,7.5,"Freshman",2.5,3.8,26,0,2,85,75,8,18,52,52,4,"few",30,"The best of me","grey anademy","gossip girl","Stat100_L2"
"Male","Male",73,180,11,"Freshman",1,2,31,2,1,136,100,8,8,46,48,8,"none",25,"Tarzan","Friends","Vikings","Stat100_L2"
"Male","Male",66,125,9,"Sophomore",3,3.5,26,0,1,87,20,7,8,41,43,9,"dozens",90,"Good Will Hunting","Friends","The Walking Dead","Stat100_L2"
"Female","Female",62,105,7.5,"Freshman",5,3.8,26,0,2,63,400,5,6,51,54,4,"few",9,"Whiplash","Greys Anatomy","One tree hill","Stat100_L2"
"Male","Male",68,163,9,"Junior",5,2.8,25,2,1,112,40,7.5,7,55,56,3,"millions",100,"None","Brooklyn Nine-Nine","How I met your Mother","Stat100_L2"
"Female","Female",66,194,8.5,"Freshman",2,3.4,28,1,1,0,75,8,12,46,50,8,"dozens",80,"Spirited Away","Steven Universe","One Punch Man","Stat100_L2"
"Male","Male",72,180,12,"Freshman",2,3.7,31,2,1,110,6,7,5,54,58,3,"few",20,"The Longest Yard","Workaholic","The Office","Stat100_L2"
"Female","Female",59,103,5,"Freshman",6,3.4,29,1,1,72,0,6,16,54,52,7,"dozens",100,"Hercules","New Girl","Parks and Rec","Stat100_L2"
"Male","Male",68,234,11.5,"Freshman",2,2.8,27,3,2,100,20,6.5,5,44,44,7,"one",50,"Toy Story","Malcolm in the Middle","Breaking Bad","Stat100_L2"
"Female","Female",62,120,8,"Freshman",2,4,31,2,1,100,20,6,40,52,54,7,"few",20,"50 First Dates","Game of Thrones","Shameless","Stat100_L2"
"Female","Female",73,151,11,"Freshman",3,3.6,26,1,0,110,10,7,4,44,59,3,"few",2,"Almost Famous","How I Met Your Mother","End of the F***ing World","Stat100_L2"
"Male","Male",74,154,11,"Freshman",2,4,32,2,1,0,200,7.5,15,49,49,1,"one",50,"Inception","none","none","Stat100_L2"
"Female","Female",63,125,8,"Freshman",5,3.7,28,0,1,67,20,6,3,50,50,3,"dozens",100,"Dhoom 2","House of Cards","The Flash","Stat100_L2"
"Female","Female",63,120,5,"Sophomore",2.5,2.6,30,3,2,80,5,7,10,51,53,6,"few",50,"Oceans Eleven","Psych","Bob's Burgers","Stat100_L2"
"Male","Male",67,125,10.5,"Freshman",1.5,3.3,29,3,1,80,0,5,3,53,56,4,"dozens",60,"Whiplash","It's Always Sunny in Philadelphia","Community","Stat100_L2"
"Female","Female",71,147,11,"Sophomore",3,2.9,28,2,2,103,150,5.5,12,54,50,7,"hundreds",25,"Fight Club","Grey's Anatomy","The Office","Stat100_L2"
"Female","Female",66,145,7,"Freshman",2.5,3.2,16,0,7,70,50,8,30,39,44,3,"few",30,"Scooby Doo","Riverdale","Spongebob","Stat100_L2"
"Female","Female",60,210,8.5,"Junior",3,3,18,4,1,80,1,7,13,48,49,6,"few",70,"Trolls","Grey's Anatomy","Gossip Girl","Stat100_L2"
"Female","Female",65,170,9.5,"Freshman",0.5,4,21,0,6,20,200,6.5,7,48,65,7,"few",25,"Southpaw","pretty little liars","vampire diaries","Stat100_L2"
"Female","Female",64,170,7,"Sophomore",3,3.4,31,0,2,100,25,6,10,54,57,3,"one",75,"Lord of the Rings","The Office","Stranger Things","Stat100_L2"
"Female","Female",62,128,6,"Sophomore",1,3.8,28,1,2,60,20,8,10,51,50,4,"few",50,"It's A Wonderful Life","The Bachelor","Game of Thrones","Stat100_L2"
"Male","Male",66,140,9,"Freshman",7,3,25,0,1,95,30,6.5,10,46,60,9,"thousands",40,"Pulp Fiction","Game of Thrones","The Office","Stat100_L2"
"Male","Male",75,160,13,"Junior",4,3.7,28,4,4,90,100,8,6,53,56,9,"one",100,"Harry Potter","That 70s Show","Narcos","Stat100_L2"
"Female","Female",65,140,8,"Sophomore",1.5,3,27,3,1,0,43,8,4,45,43,10,"one",0,"Pride and Prejudice","It's Always Sunny in Phil.","Arthur","Stat100_L2"
"Male","Male",75,180,10.5,"Sophomore",1,2.3,32,3,1,120,65,9,4,48,48,1,"hundreds",100,"Dazed and Confused","Breaking Bad","That 70's Show","Stat100_L2"
"Female","Female",63,160,8.5,"Sophomore",2,2.6,19,5,2,0,20,6,10,40,46,7,"few",15,"Forest Gump","Greys Anatomy","Shameless","Stat100_L2"
"Female","Female",66,161,9,"Sophomore",1.5,2.8,22,0,2,0,0,8,5,41,39,4,"one",25,"Get Out","How To Get Away With Murder","Law and Order SVU","Stat100_L2"
"Male","Male",71,157,10.5,"Freshman",0.5,3.8,31,0,2,200,45,6,7,46,47,3,"hundreds",30,"Rush","Billlions","Peaky Blinders","Stat100_L2"
"Female","Female",60,113,5.5,"Sophomore",5,3.6,26,0,2,0,45,5,8,63,65,5,"one",100,"The Lion King","Keeping up with the Kardashians","Big Little Lies","Stat100_L2"
"Male","Male",75,295,13,"Freshman",2,3.8,23,5,2,120,60,7,9,47,51,6,"one",100,"_Dunkirk_","_Blue Mountain State_","_Stranger Things_","Stat100_L2"
"Male","Male",70,154,9.5,"Freshman",2,3.3,29,0,0,0,1,6.5,7,46,50,8,"one",10,"Kingsman","Prison Break","The Walking Dead","Stat100_L2"
"Female","Female",67,135,7,"Freshman",3,3.5,22,2,4,85,20,7,25,49,50,4,"one",80,"Miracle","Vampire Diaries","Greys Anatomy","Stat100_L2"
"Male","Male",73,150,10.5,"Freshman",2.5,3.1,28,1,1,80,52,6.5,8,51,55,8,"few",10,"The Oceans series","Brooklyn Nine Nine","Designated Survivor","Stat100_L2"
"Male","Male",80,148,6,"Junior",3,3.7,19,1,1,27,3,6,5,52,62,4,"one",11,"none","none","none","Stat100_L2"
"Female","Female",63,116,7.5,"Freshman",3,3.4,31,1,2,80,0,7.5,10,60,60,2,"few",35,"Breakfast Club","Greys Anatomy","The Office","Stat100_L2"
"Female","Female",64,185,8.5,"Sophomore",2.5,3.6,28,4,1,100,109,9,23,52,50,4,"one",50,"The Greatest Showman","One Tree Hill","Chopped","Stat100_L2"
"Female","Female",63,135,7,"Freshman",2.5,4,25,0,1,85,500,6,60,50,46,8,"few",70,"The Incredibles","The Flash","Big Bang Theory","Stat100_L2"
"Male","Male",68,220,11.5,"Freshman",2.5,3.1,27,2,2,100,10,6,5,53,58,7,"millions",10,"star wars","how i met your mother","black mirror","Stat100_L2"
"Female","Female",61,115,6.5,"Freshman",4,3.8,27,4,4,65,1000,6,5,54,49,3,"few",50,"None","The End of the F****** World","The Walking Dead","Stat100_L2"
"Female","Female",66,132,8,"Freshman",3,3.1,19,1,5,119,2,7,8,50,53,8,"few",60,"Stuck in Love","Shameless","The Vampire Diaries","Stat100_L2"
"Female","Female",68,148,9,"Freshman",2.5,3.8,26,0,1,90,25,7,23,49,50,2,"few",24,"Forrest Gump","Shameless","The 100","Stat100_L2"
"Female","Female",66,125,7.5,"Junior",1,3.4,28,0,3,105,0,7,10,54,59,9,"few",10,"The Giver","Family Guy","Shameless","Stat100_L2"
"Female","Female",70,130,10,"Freshman",3.5,4,32,1,1,90,50,7,20,51,53,7,"few",90,"Shutter Island","Friends","The Office","Stat100_L2"
"Female","Female",64,190,9,"Freshman",0.5,3.7,27,0,3,70,2,6,20,50,51,8,"dozens",25,"Star Wars","Game of Thrones","Riverdale","Stat100_L2"
"Female","Female",63,118,6,"Freshman",4,4,32,0,0,0,100,7.5,10,55,54,2,"few",10,"Titanic","none","none","Stat100_L2"
"Male","Male",73,170,11.5,"Freshman",2,3.5,30,3,2,106,53,7.5,11,49,50,7,"dozens",0,"Gran Torino","Narcos","Game of Thrones","Stat100_L2"
"Female","Female",63,112,7.5,"Freshman",5,4,30,4,2,60,45,6.5,10,57,56,7,"few",70,"Charlie Bartlett","The Vampire Diaries","Grey's Anatomy","Stat100_L2"
"Female","Female",63,110,5.5,"Freshman",2,3.3,25,2,1,110,15,8,10,50,50,3,"few",45,"The greatest Showman","Friends","How I met your mother","Stat100_L2"
"Male","Male",69,155,10.5,"Freshman",8,3.7,32,0,3,70,10,9,6,45,47,7,"hundreds",11,"transformer","none","none","Stat100_L2"
"Female","Female",68,135,8.5,"Freshman",3,4,33,2,2,90,120,8,20,49,51,3,"few",80,"Palo Alto","The Office","Survivor","Stat100_L2"
"Female","Female",65,148,7.5,"Freshman",0.5,3.9,34,0,3,0,19,8.5,4,41,44,7,"few",100,"The Little Prince","Death Note","One Punch Man","Stat100_L2"
"Female","Female",66,138,8.5,"Freshman",1,3.5,24,10,3,88,6,7,12,55,58,5,"few",25,"Boss Baby","Greys Anatomy","One Tree Hill","Stat100_L2"
"Male","Male",70,178,10.5,"Freshman",2,3.6,27,1,1,103,13,8,5,49,52,3,"few",80,"Spotlight","Dexter","Lost","Stat100_L2"
"Female","Female",70,152,8.5,"Freshman",2,4,26,5,3,105,100,7.5,15,53,51,9,"few",75,"none","Greys Anatomy","This Is Us","Stat100_L2"
"Male","Male",69,190,10.5,"Junior",10,2.7,29,0,3,110,7,5.5,5,36,41,5,"one",20,"incecption","DRAKE AND JOSH","PLANET EARTH","Stat100_L2"
"Male","Male",72,202,11,"Freshman",0.5,3.1,27,3,12,120,0,6.5,18,57,65,6,"millions",100,"it","family guy","south park","Stat100_L2"
"Male","Male",81,220,15,"Freshman",1,3,17,20,12,100,15,4.5,20,49,53,3,"thousands",20,"rush hour","empire","merlin_ legend of the seeker","Stat100_L2"
"Female","Female",67,170,9,"Freshman",2.5,3.2,24,6,1,80,40,7.5,45,53,51,4,"few",90,"Harry Potter","Grey's Anatomy","One Tree Hill","Stat100_L2"
"Male","Male",94,180,10.5,"Freshman",6,4,28,0,2,0,200,7.5,4,44,48,8,"millions",50,"Forrest Gump","Modern Family","Sherlock","Stat100_L2"
"Female","Female",64,120,7,"Freshman",6,4,27,2,1,100,50,8,30,53,53,10,"few",100,"Interstellar","The Office","Friends","Stat100_L2"
"Female","Female",67,109,7,"Freshman",4,4,33,3,1,50,60,8,14,57,58,8,"few",95,"Baby Driver","Black Mirror","The Office","Stat100_L2"
"Female","Female",64,185,7,"Freshman",4,3.5,21,7,7,0,44,5,4,49,53,3,"few",40,"Cruel Intentions","Supernatural","The Vampire Diaries","Stat100_L2"
"Female","Female",65,150,8,"Freshman",2,3.5,25,0,1,101,17,7,15,50,57,8,"few",5,"star wars","the vampire diaries","grey's anatomy","Stat100_L2"
"Female","Female",64,150,8.5,"Freshman",3.5,2.9,29,0,2,108,0,7,10,59,63,8,"dozens",75,"Forrest Gump","the office","house hunters","Stat100_L2"
"Female","Female",61,110,6,"Freshman",3,4,27,0,1,100,15,6,20,53,52,8,"few",50,"none","Friends","Gossip Girl","Stat100_L2"
"Female","Female",67,145,9,"Freshman",1.5,3.2,25,2,2,0,5,7,15,51,59,9,"dozens",100,"Ratatouille","Parks and Recreation","Insecure","Stat100_L2"
"Female","Female",64,175,8.5,"Freshman",3,3.2,22,2,1,30,30,7,6,58,60,4,"few",100,"None","The Office","That 70's Show","Stat100_L2"
"Male","Female",71,176,10.5,"Sophomore",4,2,30,0,2,0,10,8,3,47,50,6,"few",50,"momento","Big Bang","none","Stat100_L2"
"Female","Female",63,135,8.5,"Graduate",4,3.2,28,3,2,100,82,7,25,51,53,5,"one",30,"It's a Wonderful Life","Grey's Anatomy","Gilmore Girls","Stat100_L2"
